Time_Index,None,waste_biomass,mountain_coal,mountain_naturalgas,mountain_distillate,pacific_naturalgas,pacific_distillate,pacific_coal,south_atlantic_coal,south_atlantic_naturalgas,south_atlantic_uranium,south_atlantic_distillate,new_england_coal,new_england_naturalgas,new_england_uranium,new_england_distillate,east_north_central_coal,east_north_central_naturalgas,east_north_central_uranium,east_north_central_distillate,west_south_central_coal,west_south_central_naturalgas,west_south_central_uranium,west_south_central_distillate,pacific_uranium,middle_atlantic_naturalgas,middle_atlantic_distillate,middle_atlantic_uranium,middle_atlantic_coal,west_north_central_coal,west_north_central_naturalgas,west_north_central_uranium,west_north_central_distillate,east_south_central_coal,east_south_central_naturalgas,east_south_central_uranium,east_south_central_distillate,mountain_uranium,hydrogen,pacific_naturalgas_ccs90,south_atlantic_naturalgas_ccs90,east_north_central_naturalgas_ccs90,west_south_central_naturalgas_ccs90,mountain_naturalgas_ccs90,west_north_central_naturalgas_ccs90,east_south_central_naturalgas_ccs90
69,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
70,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
71,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
72,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
73,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
74,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
75,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
76,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
77,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
78,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
79,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
80,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
81,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
82,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
83,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
84,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
85,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
86,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
87,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
88,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
89,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
90,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
91,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
92,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
93,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
94,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
95,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
96,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
97,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
98,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
99,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
100,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
101,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
102,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
103,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
104,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
105,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
106,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
107,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
108,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
109,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
110,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
111,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
112,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
113,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
114,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
115,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
116,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
117,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
118,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
119,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
120,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
121,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
122,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
123,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
124,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
125,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
126,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
127,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
128,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
129,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
130,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
131,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
132,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
133,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
134,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
135,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
136,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
137,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
138,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
139,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
140,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
