Time_Index,CT_NG,ME_NG,MA_NG,None,coal,blue_ammonia
4378,1.89,1.89,2.34,0,1.8729355,1.8729355
4379,1.89,1.89,2.34,0,1.8729355,1.8729355
4380,1.89,1.89,2.34,0,1.8729355,1.8729355
4381,1.89,1.89,2.34,0,1.8729355,1.8729355
4382,1.89,1.89,2.34,0,1.8729355,1.8729355
4383,1.89,1.89,2.34,0,1.8729355,1.8729355
4384,1.89,1.89,2.34,0,1.8729355,1.8729355
4385,1.89,1.89,2.34,0,1.8729355,1.8729355
4386,1.89,1.89,2.34,0,1.8729355,1.8729355
4387,1.89,1.89,2.34,0,1.8729355,1.8729355
4388,1.89,1.89,2.34,0,1.8729355,1.8729355
4389,1.89,1.89,2.34,0,1.8729355,1.8729355
4390,1.89,1.89,2.34,0,1.8729355,1.8729355
4391,1.89,1.89,2.34,0,1.8729355,1.8729355
4392,1.89,1.89,2.34,0,1.8729355,1.8729355
4393,1.89,1.89,2.34,0,1.8729355,1.8729355
4394,1.89,1.89,2.34,0,1.8729355,1.8729355
4395,1.89,1.89,2.34,0,1.8729355,1.8729355
4396,1.89,1.89,2.34,0,1.8729355,1.8729355
4397,1.89,1.89,2.34,0,1.8729355,1.8729355
4398,1.89,1.89,2.34,0,1.8729355,1.8729355
4399,1.89,1.89,2.34,0,1.8729355,1.8729355
4400,1.89,1.89,2.34,0,1.8729355,1.8729355
4401,1.89,1.89,2.34,0,1.8729355,1.8729355
4402,1.89,1.89,2.34,0,1.8729355,1.8729355
4403,1.89,1.89,2.34,0,1.8729355,1.8729355
4404,1.89,1.89,2.34,0,1.8729355,1.8729355
4405,1.89,1.89,2.34,0,1.8729355,1.8729355
4406,1.89,1.89,2.34,0,1.8729355,1.8729355
4407,1.89,1.89,2.34,0,1.8729355,1.8729355
4408,1.89,1.89,2.34,0,1.8729355,1.8729355
4409,1.89,1.89,2.34,0,1.8729355,1.8729355
4410,1.89,1.89,2.34,0,1.8729355,1.8729355
4411,1.89,1.89,2.34,0,1.8729355,1.8729355
4412,1.89,1.89,2.34,0,1.8729355,1.8729355
4413,1.89,1.89,2.34,0,1.8729355,1.8729355
4414,1.89,1.89,2.34,0,1.8729355,1.8729355
4415,1.89,1.89,2.34,0,1.8729355,1.8729355
4416,1.89,1.89,2.34,0,1.8729355,1.8729355
4417,1.89,1.89,2.34,0,1.8729355,1.8729355
4418,1.89,1.89,2.34,0,1.8729355,1.8729355
4419,1.89,1.89,2.34,0,1.8729355,1.8729355
4420,1.89,1.89,2.34,0,1.8729355,1.8729355
4421,1.89,1.89,2.34,0,1.8729355,1.8729355
4422,1.89,1.89,2.34,0,1.8729355,1.8729355
4423,1.89,1.89,2.34,0,1.8729355,1.8729355
4424,1.89,1.89,2.34,0,1.8729355,1.8729355
4425,1.89,1.89,2.34,0,1.8729355,1.8729355
4426,1.89,1.89,2.34,0,1.8729355,1.8729355
4427,1.89,1.89,2.34,0,1.8729355,1.8729355
4428,1.89,1.89,2.34,0,1.8729355,1.8729355
4429,1.89,1.89,2.34,0,1.8729355,1.8729355
4430,1.89,1.89,2.34,0,1.8729355,1.8729355
4431,1.89,1.89,2.34,0,1.8729355,1.8729355
4432,1.89,1.89,2.34,0,1.8729355,1.8729355
4433,1.89,1.89,2.34,0,1.8729355,1.8729355
4434,1.89,1.89,2.34,0,1.8729355,1.8729355
4435,1.89,1.89,2.34,0,1.8729355,1.8729355
4436,1.89,1.89,2.34,0,1.8729355,1.8729355
4437,1.89,1.89,2.34,0,1.8729355,1.8729355
4438,1.89,1.89,2.34,0,1.8729355,1.8729355
4439,1.89,1.89,2.34,0,1.8729355,1.8729355
4440,1.89,1.89,2.34,0,1.8729355,1.8729355
4441,1.89,1.89,2.34,0,1.8729355,1.8729355
4442,1.89,1.89,2.34,0,1.8729355,1.8729355
4443,1.89,1.89,2.34,0,1.8729355,1.8729355
4444,1.89,1.89,2.34,0,1.8729355,1.8729355
4445,1.89,1.89,2.34,0,1.8729355,1.8729355
4446,1.89,1.89,2.34,0,1.8729355,1.8729355
4447,1.89,1.89,2.34,0,1.8729355,1.8729355
4448,1.89,1.89,2.34,0,1.8729355,1.8729355
4449,1.89,1.89,2.34,0,1.8729355,1.8729355
4450,1.89,1.89,2.34,0,1.8729355,1.8729355
4451,1.89,1.89,2.34,0,1.8729355,1.8729355
4452,1.89,1.89,2.34,0,1.8729355,1.8729355
4453,1.89,1.89,2.34,0,1.8729355,1.8729355
4454,1.89,1.89,2.34,0,1.8729355,1.8729355
4455,1.89,1.89,2.34,0,1.8729355,1.8729355
4456,1.89,1.89,2.34,0,1.8729355,1.8729355
4457,1.89,1.89,2.34,0,1.8729355,1.8729355
4458,1.89,1.89,2.34,0,1.8729355,1.8729355
4459,1.89,1.89,2.34,0,1.8729355,1.8729355
4460,1.89,1.89,2.34,0,1.8729355,1.8729355
4461,1.89,1.89,2.34,0,1.8729355,1.8729355
4462,1.89,1.89,2.34,0,1.8729355,1.8729355
4463,1.89,1.89,2.34,0,1.8729355,1.8729355
4464,1.89,1.89,2.34,0,1.8729355,1.8729355
4465,1.89,1.89,2.34,0,1.8729355,1.8729355
4466,1.89,1.89,2.34,0,1.8729355,1.8729355
4467,1.89,1.89,2.34,0,1.8729355,1.8729355
4468,1.89,1.89,2.34,0,1.8729355,1.8729355
4469,1.89,1.89,2.34,0,1.8729355,1.8729355
4470,1.89,1.89,2.34,0,1.8729355,1.8729355
4471,1.89,1.89,2.34,0,1.8729355,1.8729355
4472,1.89,1.89,2.34,0,1.8729355,1.8729355
4473,1.89,1.89,2.34,0,1.8729355,1.8729355
4474,1.89,1.89,2.34,0,1.8729355,1.8729355
4475,1.89,1.89,2.34,0,1.8729355,1.8729355
4476,1.89,1.89,2.34,0,1.8729355,1.8729355
4477,1.89,1.89,2.34,0,1.8729355,1.8729355
4478,1.89,1.89,2.34,0,1.8729355,1.8729355
4479,1.89,1.89,2.34,0,1.8729355,1.8729355
4480,1.89,1.89,2.34,0,1.8729355,1.8729355
4481,1.89,1.89,2.34,0,1.8729355,1.8729355
4482,1.89,1.89,2.34,0,1.8729355,1.8729355
4483,1.89,1.89,2.34,0,1.8729355,1.8729355
4484,1.89,1.89,2.34,0,1.8729355,1.8729355
4485,1.89,1.89,2.34,0,1.8729355,1.8729355
4486,1.89,1.89,2.34,0,1.8729355,1.8729355
4487,1.89,1.89,2.34,0,1.8729355,1.8729355
4488,1.89,1.89,2.34,0,1.8729355,1.8729355
4489,1.89,1.89,2.34,0,1.8729355,1.8729355
4490,1.89,1.89,2.34,0,1.8729355,1.8729355
4491,1.89,1.89,2.34,0,1.8729355,1.8729355
4492,1.89,1.89,2.34,0,1.8729355,1.8729355
4493,1.89,1.89,2.34,0,1.8729355,1.8729355
4494,1.89,1.89,2.34,0,1.8729355,1.8729355
4495,1.89,1.89,2.34,0,1.8729355,1.8729355
4496,1.89,1.89,2.34,0,1.8729355,1.8729355
4497,1.89,1.89,2.34,0,1.8729355,1.8729355
4498,1.89,1.89,2.34,0,1.8729355,1.8729355
4499,1.89,1.89,2.34,0,1.8729355,1.8729355
4500,1.89,1.89,2.34,0,1.8729355,1.8729355
4501,1.89,1.89,2.34,0,1.8729355,1.8729355
4502,1.89,1.89,2.34,0,1.8729355,1.8729355
4503,1.89,1.89,2.34,0,1.8729355,1.8729355
4504,1.89,1.89,2.34,0,1.8729355,1.8729355
4505,1.89,1.89,2.34,0,1.8729355,1.8729355
4506,1.89,1.89,2.34,0,1.8729355,1.8729355
4507,1.89,1.89,2.34,0,1.8729355,1.8729355
4508,1.89,1.89,2.34,0,1.8729355,1.8729355
4509,1.89,1.89,2.34,0,1.8729355,1.8729355
4510,1.89,1.89,2.34,0,1.8729355,1.8729355
4511,1.89,1.89,2.34,0,1.8729355,1.8729355
4512,1.89,1.89,2.34,0,1.8729355,1.8729355
4513,1.89,1.89,2.34,0,1.8729355,1.8729355
4514,1.89,1.89,2.34,0,1.8729355,1.8729355
4515,1.89,1.89,2.34,0,1.8729355,1.8729355
4516,1.89,1.89,2.34,0,1.8729355,1.8729355
4517,1.89,1.89,2.34,0,1.8729355,1.8729355
4518,1.89,1.89,2.34,0,1.8729355,1.8729355
4519,1.89,1.89,2.34,0,1.8729355,1.8729355
4520,1.89,1.89,2.34,0,1.8729355,1.8729355
4521,1.89,1.89,2.34,0,1.8729355,1.8729355
4522,1.89,1.89,2.34,0,1.8729355,1.8729355
4523,1.89,1.89,2.34,0,1.8729355,1.8729355
4524,1.89,1.89,2.34,0,1.8729355,1.8729355
4525,1.89,1.89,2.34,0,1.8729355,1.8729355
4526,1.89,1.89,2.34,0,1.8729355,1.8729355
4527,1.89,1.89,2.34,0,1.8729355,1.8729355
4528,1.89,1.89,2.34,0,1.8729355,1.8729355
4529,1.89,1.89,2.34,0,1.8729355,1.8729355
4530,1.89,1.89,2.34,0,1.8729355,1.8729355
4531,1.89,1.89,2.34,0,1.8729355,1.8729355
4532,1.89,1.89,2.34,0,1.8729355,1.8729355
4533,1.89,1.89,2.34,0,1.8729355,1.8729355
4534,1.89,1.89,2.34,0,1.8729355,1.8729355
4535,1.89,1.89,2.34,0,1.8729355,1.8729355
4536,1.89,1.89,2.34,0,1.8729355,1.8729355
4537,1.89,1.89,2.34,0,1.8729355,1.8729355
4538,1.89,1.89,2.34,0,1.8729355,1.8729355
4539,1.89,1.89,2.34,0,1.8729355,1.8729355
4540,1.89,1.89,2.34,0,1.8729355,1.8729355
4541,1.89,1.89,2.34,0,1.8729355,1.8729355
4542,1.89,1.89,2.34,0,1.8729355,1.8729355
4543,1.89,1.89,2.34,0,1.8729355,1.8729355
4544,1.89,1.89,2.34,0,1.8729355,1.8729355
4545,1.89,1.89,2.34,0,1.8729355,1.8729355
4546,1.89,1.89,2.34,0,1.8729355,1.8729355
4547,1.89,1.89,2.34,0,1.8729355,1.8729355
4548,1.89,1.89,2.34,0,1.8729355,1.8729355
4549,1.89,1.89,2.34,0,1.8729355,1.8729355
4550,1.89,1.89,2.34,0,1.8729355,1.8729355
4551,1.89,1.89,2.34,0,1.8729355,1.8729355
4552,1.89,1.89,2.34,0,1.8729355,1.8729355
4553,1.89,1.89,2.34,0,1.8729355,1.8729355
4554,1.89,1.89,2.34,0,1.8729355,1.8729355
4555,1.89,1.89,2.34,0,1.8729355,1.8729355
4556,1.89,1.89,2.34,0,1.8729355,1.8729355
4557,1.89,1.89,2.34,0,1.8729355,1.8729355
4558,1.89,1.89,2.34,0,1.8729355,1.8729355
4559,1.89,1.89,2.34,0,1.8729355,1.8729355
4560,1.89,1.89,2.34,0,1.8729355,1.8729355
4561,1.89,1.89,2.34,0,1.8729355,1.8729355
4562,1.89,1.89,2.34,0,1.8729355,1.8729355
4563,1.89,1.89,2.34,0,1.8729355,1.8729355
4564,1.89,1.89,2.34,0,1.8729355,1.8729355
4565,1.89,1.89,2.34,0,1.8729355,1.8729355
4566,1.89,1.89,2.34,0,1.8729355,1.8729355
4567,1.89,1.89,2.34,0,1.8729355,1.8729355
4568,1.89,1.89,2.34,0,1.8729355,1.8729355
4569,1.89,1.89,2.34,0,1.8729355,1.8729355
4570,1.89,1.89,2.34,0,1.8729355,1.8729355
4571,1.89,1.89,2.34,0,1.8729355,1.8729355
4572,1.89,1.89,2.34,0,1.8729355,1.8729355
4573,1.89,1.89,2.34,0,1.8729355,1.8729355
4574,1.89,1.89,2.34,0,1.8729355,1.8729355
4575,1.89,1.89,2.34,0,1.8729355,1.8729355
4576,1.89,1.89,2.34,0,1.8729355,1.8729355
4577,1.89,1.89,2.34,0,1.8729355,1.8729355
4578,1.89,1.89,2.34,0,1.8729355,1.8729355
4579,1.89,1.89,2.34,0,1.8729355,1.8729355
4580,1.89,1.89,2.34,0,1.8729355,1.8729355
4581,1.89,1.89,2.34,0,1.8729355,1.8729355
4582,1.89,1.89,2.34,0,1.8729355,1.8729355
4583,1.89,1.89,2.34,0,1.8729355,1.8729355
4584,1.89,1.89,2.34,0,1.8729355,1.8729355
4585,1.89,1.89,2.34,0,1.8729355,1.8729355
4586,1.89,1.89,2.34,0,1.8729355,1.8729355
4587,1.89,1.89,2.34,0,1.8729355,1.8729355
4588,1.89,1.89,2.34,0,1.8729355,1.8729355
4589,1.89,1.89,2.34,0,1.8729355,1.8729355
4590,1.89,1.89,2.34,0,1.8729355,1.8729355
4591,1.89,1.89,2.34,0,1.8729355,1.8729355
4592,1.89,1.89,2.34,0,1.8729355,1.8729355
4593,1.89,1.89,2.34,0,1.8729355,1.8729355
4594,1.89,1.89,2.34,0,1.8729355,1.8729355
4595,1.89,1.89,2.34,0,1.8729355,1.8729355
4596,1.89,1.89,2.34,0,1.8729355,1.8729355
4597,1.89,1.89,2.34,0,1.8729355,1.8729355
4598,1.89,1.89,2.34,0,1.8729355,1.8729355
4599,1.89,1.89,2.34,0,1.8729355,1.8729355
4600,1.89,1.89,2.34,0,1.8729355,1.8729355
4601,1.89,1.89,2.34,0,1.8729355,1.8729355
4602,1.89,1.89,2.34,0,1.8729355,1.8729355
4603,1.89,1.89,2.34,0,1.8729355,1.8729355
4604,1.89,1.89,2.34,0,1.8729355,1.8729355
4605,1.89,1.89,2.34,0,1.8729355,1.8729355
4606,1.89,1.89,2.34,0,1.8729355,1.8729355
4607,1.89,1.89,2.34,0,1.8729355,1.8729355
4608,1.89,1.89,2.34,0,1.8729355,1.8729355
4609,1.89,1.89,2.34,0,1.8729355,1.8729355
4610,1.89,1.89,2.34,0,1.8729355,1.8729355
4611,1.89,1.89,2.34,0,1.8729355,1.8729355
4612,1.89,1.89,2.34,0,1.8729355,1.8729355
4613,1.89,1.89,2.34,0,1.8729355,1.8729355
4614,1.89,1.89,2.34,0,1.8729355,1.8729355
4615,1.89,1.89,2.34,0,1.8729355,1.8729355
4616,1.89,1.89,2.34,0,1.8729355,1.8729355
4617,1.89,1.89,2.34,0,1.8729355,1.8729355
4618,1.89,1.89,2.34,0,1.8729355,1.8729355
4619,1.89,1.89,2.34,0,1.8729355,1.8729355
4620,1.89,1.89,2.34,0,1.8729355,1.8729355
4621,1.89,1.89,2.34,0,1.8729355,1.8729355
4622,1.89,1.89,2.34,0,1.8729355,1.8729355
4623,1.89,1.89,2.34,0,1.8729355,1.8729355
4624,1.89,1.89,2.34,0,1.8729355,1.8729355
4625,1.89,1.89,2.34,0,1.8729355,1.8729355
4626,1.89,1.89,2.34,0,1.8729355,1.8729355
4627,1.89,1.89,2.34,0,1.8729355,1.8729355
4628,1.89,1.89,2.34,0,1.8729355,1.8729355
4629,1.89,1.89,2.34,0,1.8729355,1.8729355
4630,1.89,1.89,2.34,0,1.8729355,1.8729355
4631,1.89,1.89,2.34,0,1.8729355,1.8729355
4632,1.89,1.89,2.34,0,1.8729355,1.8729355
4633,1.89,1.89,2.34,0,1.8729355,1.8729355
4634,1.89,1.89,2.34,0,1.8729355,1.8729355
4635,1.89,1.89,2.34,0,1.8729355,1.8729355
4636,1.89,1.89,2.34,0,1.8729355,1.8729355
4637,1.89,1.89,2.34,0,1.8729355,1.8729355
4638,1.89,1.89,2.34,0,1.8729355,1.8729355
4639,1.89,1.89,2.34,0,1.8729355,1.8729355
4640,1.89,1.89,2.34,0,1.8729355,1.8729355
4641,1.89,1.89,2.34,0,1.8729355,1.8729355
4642,1.89,1.89,2.34,0,1.8729355,1.8729355
4643,1.89,1.89,2.34,0,1.8729355,1.8729355
4644,1.89,1.89,2.34,0,1.8729355,1.8729355
4645,1.89,1.89,2.34,0,1.8729355,1.8729355
4646,1.89,1.89,2.34,0,1.8729355,1.8729355
4647,1.89,1.89,2.34,0,1.8729355,1.8729355
4648,1.89,1.89,2.34,0,1.8729355,1.8729355
4649,1.89,1.89,2.34,0,1.8729355,1.8729355
4650,1.89,1.89,2.34,0,1.8729355,1.8729355
4651,1.89,1.89,2.34,0,1.8729355,1.8729355
4652,1.89,1.89,2.34,0,1.8729355,1.8729355
4653,1.89,1.89,2.34,0,1.8729355,1.8729355
4654,1.89,1.89,2.34,0,1.8729355,1.8729355
4655,1.89,1.89,2.34,0,1.8729355,1.8729355
4656,1.89,1.89,2.34,0,1.8729355,1.8729355
4657,1.89,1.89,2.34,0,1.8729355,1.8729355
4658,1.89,1.89,2.34,0,1.8729355,1.8729355
4659,1.89,1.89,2.34,0,1.8729355,1.8729355
4660,1.89,1.89,2.34,0,1.8729355,1.8729355
4661,1.89,1.89,2.34,0,1.8729355,1.8729355
4662,1.89,1.89,2.34,0,1.8729355,1.8729355
4663,1.89,1.89,2.34,0,1.8729355,1.8729355
4664,1.89,1.89,2.34,0,1.8729355,1.8729355
4665,1.89,1.89,2.34,0,1.8729355,1.8729355
4666,1.89,1.89,2.34,0,1.8729355,1.8729355
4667,1.89,1.89,2.34,0,1.8729355,1.8729355
4668,1.89,1.89,2.34,0,1.8729355,1.8729355
4669,1.89,1.89,2.34,0,1.8729355,1.8729355
4670,1.89,1.89,2.34,0,1.8729355,1.8729355
4671,1.89,1.89,2.34,0,1.8729355,1.8729355
4672,1.89,1.89,2.34,0,1.8729355,1.8729355
4673,1.89,1.89,2.34,0,1.8729355,1.8729355
4674,1.89,1.89,2.34,0,1.8729355,1.8729355
4675,1.89,1.89,2.34,0,1.8729355,1.8729355
4676,1.89,1.89,2.34,0,1.8729355,1.8729355
4677,1.89,1.89,2.34,0,1.8729355,1.8729355
4678,1.89,1.89,2.34,0,1.8729355,1.8729355
4679,1.89,1.89,2.34,0,1.8729355,1.8729355
4680,1.89,1.89,2.34,0,1.8729355,1.8729355
4681,1.89,1.89,2.34,0,1.8729355,1.8729355
4682,1.89,1.89,2.34,0,1.8729355,1.8729355
4683,1.89,1.89,2.34,0,1.8729355,1.8729355
4684,1.89,1.89,2.34,0,1.8729355,1.8729355
4685,1.89,1.89,2.34,0,1.8729355,1.8729355
4686,1.89,1.89,2.34,0,1.8729355,1.8729355
4687,1.89,1.89,2.34,0,1.8729355,1.8729355
4688,1.89,1.89,2.34,0,1.8729355,1.8729355
4689,1.89,1.89,2.34,0,1.8729355,1.8729355
4690,1.89,1.89,2.34,0,1.8729355,1.8729355
4691,1.89,1.89,2.34,0,1.8729355,1.8729355
4692,1.89,1.89,2.34,0,1.8729355,1.8729355
4693,1.89,1.89,2.34,0,1.8729355,1.8729355
4694,1.89,1.89,2.34,0,1.8729355,1.8729355
4695,1.89,1.89,2.34,0,1.8729355,1.8729355
4696,1.89,1.89,2.34,0,1.8729355,1.8729355
4697,1.89,1.89,2.34,0,1.8729355,1.8729355
4698,1.89,1.89,2.34,0,1.8729355,1.8729355
4699,1.89,1.89,2.34,0,1.8729355,1.8729355
4700,1.89,1.89,2.34,0,1.8729355,1.8729355
4701,1.89,1.89,2.34,0,1.8729355,1.8729355
4702,1.89,1.89,2.34,0,1.8729355,1.8729355
4703,1.89,1.89,2.34,0,1.8729355,1.8729355
4704,1.89,1.89,2.34,0,1.8729355,1.8729355
4705,1.89,1.89,2.34,0,1.8729355,1.8729355
4706,1.89,1.89,2.34,0,1.8729355,1.8729355
4707,1.89,1.89,2.34,0,1.8729355,1.8729355
4708,1.89,1.89,2.34,0,1.8729355,1.8729355
4709,1.89,1.89,2.34,0,1.8729355,1.8729355
4710,1.89,1.89,2.34,0,1.8729355,1.8729355
4711,1.89,1.89,2.34,0,1.8729355,1.8729355
4712,1.89,1.89,2.34,0,1.8729355,1.8729355
4713,1.89,1.89,2.34,0,1.8729355,1.8729355
4714,1.89,1.89,2.34,0,1.8729355,1.8729355
4715,1.89,1.89,2.34,0,1.8729355,1.8729355
4716,1.89,1.89,2.34,0,1.8729355,1.8729355
4717,1.89,1.89,2.34,0,1.8729355,1.8729355
4718,1.89,1.89,2.34,0,1.8729355,1.8729355
4719,1.89,1.89,2.34,0,1.8729355,1.8729355
4720,1.89,1.89,2.34,0,1.8729355,1.8729355
4721,1.89,1.89,2.34,0,1.8729355,1.8729355
4722,1.89,1.89,2.34,0,1.8729355,1.8729355
4723,1.89,1.89,2.34,0,1.8729355,1.8729355
4724,1.89,1.89,2.34,0,1.8729355,1.8729355
4725,1.89,1.89,2.34,0,1.8729355,1.8729355
4726,1.89,1.89,2.34,0,1.8729355,1.8729355
4727,1.89,1.89,2.34,0,1.8729355,1.8729355
4728,1.89,1.89,2.34,0,1.8729355,1.8729355
4729,1.89,1.89,2.34,0,1.8729355,1.8729355
4730,1.89,1.89,2.34,0,1.8729355,1.8729355
4731,1.89,1.89,2.34,0,1.8729355,1.8729355
4732,1.89,1.89,2.34,0,1.8729355,1.8729355
4733,1.89,1.89,2.34,0,1.8729355,1.8729355
4734,1.89,1.89,2.34,0,1.8729355,1.8729355
4735,1.89,1.89,2.34,0,1.8729355,1.8729355
4736,1.89,1.89,2.34,0,1.8729355,1.8729355
4737,1.89,1.89,2.34,0,1.8729355,1.8729355
4738,1.89,1.89,2.34,0,1.8729355,1.8729355
4739,1.89,1.89,2.34,0,1.8729355,1.8729355
4740,1.89,1.89,2.34,0,1.8729355,1.8729355
4741,1.89,1.89,2.34,0,1.8729355,1.8729355
4742,1.89,1.89,2.34,0,1.8729355,1.8729355
4743,1.89,1.89,2.34,0,1.8729355,1.8729355
4744,1.89,1.89,2.34,0,1.8729355,1.8729355
4745,1.89,1.89,2.34,0,1.8729355,1.8729355
4746,1.89,1.89,2.34,0,1.8729355,1.8729355
4747,1.89,1.89,2.34,0,1.8729355,1.8729355
4748,1.89,1.89,2.34,0,1.8729355,1.8729355
4749,1.89,1.89,2.34,0,1.8729355,1.8729355
4750,1.89,1.89,2.34,0,1.8729355,1.8729355
4751,1.89,1.89,2.34,0,1.8729355,1.8729355
4752,1.89,1.89,2.34,0,1.8729355,1.8729355
4753,1.89,1.89,2.34,0,1.8729355,1.8729355
4754,1.89,1.89,2.34,0,1.8729355,1.8729355
4755,1.89,1.89,2.34,0,1.8729355,1.8729355
4756,1.89,1.89,2.34,0,1.8729355,1.8729355
4757,1.89,1.89,2.34,0,1.8729355,1.8729355
4758,1.89,1.89,2.34,0,1.8729355,1.8729355
4759,1.89,1.89,2.34,0,1.8729355,1.8729355
4760,1.89,1.89,2.34,0,1.8729355,1.8729355
4761,1.89,1.89,2.34,0,1.8729355,1.8729355
4762,1.89,1.89,2.34,0,1.8729355,1.8729355
4763,1.89,1.89,2.34,0,1.8729355,1.8729355
4764,1.89,1.89,2.34,0,1.8729355,1.8729355
4765,1.89,1.89,2.34,0,1.8729355,1.8729355
4766,1.89,1.89,2.34,0,1.8729355,1.8729355
4767,1.89,1.89,2.34,0,1.8729355,1.8729355
4768,1.89,1.89,2.34,0,1.8729355,1.8729355
4769,1.89,1.89,2.34,0,1.8729355,1.8729355
4770,1.89,1.89,2.34,0,1.8729355,1.8729355
4771,1.89,1.89,2.34,0,1.8729355,1.8729355
4772,1.89,1.89,2.34,0,1.8729355,1.8729355
4773,1.89,1.89,2.34,0,1.8729355,1.8729355
4774,1.89,1.89,2.34,0,1.8729355,1.8729355
4775,1.89,1.89,2.34,0,1.8729355,1.8729355
4776,1.89,1.89,2.34,0,1.8729355,1.8729355
4777,1.89,1.89,2.34,0,1.8729355,1.8729355
4778,1.89,1.89,2.34,0,1.8729355,1.8729355
4779,1.89,1.89,2.34,0,1.8729355,1.8729355
4780,1.89,1.89,2.34,0,1.8729355,1.8729355
4781,1.89,1.89,2.34,0,1.8729355,1.8729355
4782,1.89,1.89,2.34,0,1.8729355,1.8729355
4783,1.89,1.89,2.34,0,1.8729355,1.8729355
4784,1.89,1.89,2.34,0,1.8729355,1.8729355
4785,1.89,1.89,2.34,0,1.8729355,1.8729355
4786,1.89,1.89,2.34,0,1.8729355,1.8729355
4787,1.89,1.89,2.34,0,1.8729355,1.8729355
4788,1.89,1.89,2.34,0,1.8729355,1.8729355
4789,1.89,1.89,2.34,0,1.8729355,1.8729355
4790,1.89,1.89,2.34,0,1.8729355,1.8729355
4791,1.89,1.89,2.34,0,1.8729355,1.8729355
4792,1.89,1.89,2.34,0,1.8729355,1.8729355
4793,1.89,1.89,2.34,0,1.8729355,1.8729355
4794,1.89,1.89,2.34,0,1.8729355,1.8729355
4795,1.89,1.89,2.34,0,1.8729355,1.8729355
4796,1.89,1.89,2.34,0,1.8729355,1.8729355
4797,1.89,1.89,2.34,0,1.8729355,1.8729355
4798,1.89,1.89,2.34,0,1.8729355,1.8729355
4799,1.89,1.89,2.34,0,1.8729355,1.8729355
4800,1.89,1.89,2.34,0,1.8729355,1.8729355
4801,1.89,1.89,2.34,0,1.8729355,1.8729355
4802,1.89,1.89,2.34,0,1.8729355,1.8729355
4803,1.89,1.89,2.34,0,1.8729355,1.8729355
4804,1.89,1.89,2.34,0,1.8729355,1.8729355
4805,1.89,1.89,2.34,0,1.8729355,1.8729355
4806,1.89,1.89,2.34,0,1.8729355,1.8729355
4807,1.89,1.89,2.34,0,1.8729355,1.8729355
4808,1.89,1.89,2.34,0,1.8729355,1.8729355
4809,1.89,1.89,2.34,0,1.8729355,1.8729355
4810,1.89,1.89,2.34,0,1.8729355,1.8729355
4811,1.89,1.89,2.34,0,1.8729355,1.8729355
4812,1.89,1.89,2.34,0,1.8729355,1.8729355
4813,1.89,1.89,2.34,0,1.8729355,1.8729355
4814,1.89,1.89,2.34,0,1.8729355,1.8729355
4815,1.89,1.89,2.34,0,1.8729355,1.8729355
4816,1.89,1.89,2.34,0,1.8729355,1.8729355
4817,1.89,1.89,2.34,0,1.8729355,1.8729355
4818,1.89,1.89,2.34,0,1.8729355,1.8729355
4819,1.89,1.89,2.34,0,1.8729355,1.8729355
4820,1.89,1.89,2.34,0,1.8729355,1.8729355
4821,1.89,1.89,2.34,0,1.8729355,1.8729355
4822,1.89,1.89,2.34,0,1.8729355,1.8729355
4823,1.89,1.89,2.34,0,1.8729355,1.8729355
4824,1.89,1.89,2.34,0,1.8729355,1.8729355
4825,1.89,1.89,2.34,0,1.8729355,1.8729355
4826,1.89,1.89,2.34,0,1.8729355,1.8729355
4827,1.89,1.89,2.34,0,1.8729355,1.8729355
4828,1.89,1.89,2.34,0,1.8729355,1.8729355
4829,1.89,1.89,2.34,0,1.8729355,1.8729355
4830,1.89,1.89,2.34,0,1.8729355,1.8729355
4831,1.89,1.89,2.34,0,1.8729355,1.8729355
4832,1.89,1.89,2.34,0,1.8729355,1.8729355
4833,1.89,1.89,2.34,0,1.8729355,1.8729355
4834,1.89,1.89,2.34,0,1.8729355,1.8729355
4835,1.89,1.89,2.34,0,1.8729355,1.8729355
4836,1.89,1.89,2.34,0,1.8729355,1.8729355
4837,1.89,1.89,2.34,0,1.8729355,1.8729355
4838,1.89,1.89,2.34,0,1.8729355,1.8729355
4839,1.89,1.89,2.34,0,1.8729355,1.8729355
4840,1.89,1.89,2.34,0,1.8729355,1.8729355
4841,1.89,1.89,2.34,0,1.8729355,1.8729355
4842,1.89,1.89,2.34,0,1.8729355,1.8729355
4843,1.89,1.89,2.34,0,1.8729355,1.8729355
4844,1.89,1.89,2.34,0,1.8729355,1.8729355
4845,1.89,1.89,2.34,0,1.8729355,1.8729355
4846,1.89,1.89,2.34,0,1.8729355,1.8729355
4847,1.89,1.89,2.34,0,1.8729355,1.8729355
4848,1.89,1.89,2.34,0,1.8729355,1.8729355
4849,1.89,1.89,2.34,0,1.8729355,1.8729355
4850,1.89,1.89,2.34,0,1.8729355,1.8729355
4851,1.89,1.89,2.34,0,1.8729355,1.8729355
4852,1.89,1.89,2.34,0,1.8729355,1.8729355
4853,1.89,1.89,2.34,0,1.8729355,1.8729355
4854,1.89,1.89,2.34,0,1.8729355,1.8729355
4855,1.89,1.89,2.34,0,1.8729355,1.8729355
4856,1.89,1.89,2.34,0,1.8729355,1.8729355
4857,1.89,1.89,2.34,0,1.8729355,1.8729355
4858,1.89,1.89,2.34,0,1.8729355,1.8729355
